No.,State,District,Date,Flood Cause,Main River Basin,latitude,longitude,geocode_status
220,Johor,Pontian,21/03/2025,"Hujan Lebat / Berterusan, Lain-lain",Sungai Pontian Besar (Parit Karto); Sungai Pontian Besar (Parit Sikom Ulu); Sungai Pontian Besar (Parit Haji Rashid Lapis),1.4869255,103.388961,success
221,Johor,Batu Pahat,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Batu Pahat (BKOKTP0001 - Kg. Baru Sri Gading); Sungai Batu Pahat (Pt Bengkok Ulu Senggarang),1.8545065,102.9464372,success
222,Johor,Batu Pahat,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Batu Pahat (Pt. Yaani Tengah); Sungai Batu Pahat (Pt. Senah),1.8545065,102.9464372,success
223,Johor,Pontian,21/03/2025,"Hujan Lebat / Berterusan, Lain-lain","Sungai Benut (Kg. Lubok Sipat); Sungai Benut (Parit Selangor, Benut)",1.4869255,103.388961,success
224,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Kampung Nangka); Batang Rajang (Kampung Hilir),2.2883267,111.8312675,success
225,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Hua Kiew); Batang Rajang (Jalan Geronggang); Batang Rajang (Jalan Belian); Batang Rajang (Lorong Merlin); Batang Rajang (Lorong Laichee),2.2883267,111.8312675,success
226,Johor,Batu Pahat,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Batu Pahat (LNIKTP0001 - Kg. Parit Hj Kamisan),1.8545065,102.9464372,success
227,Johor,Batu Pahat,21/03/2025,"Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",-,1.8545065,102.9464372,success
228,Sarawak,Song,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Richard); Batang Rajang (Rumah Lebak); Batang Rajang (Rumah Bantin),2.0064401,112.5497602,success
229,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Kawasan Lanang); Batang Rajang (Jambatan Lanang); Batang Rajang (Klinik Kesihatan Lanang),2.2883267,111.8312675,success
230,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Apollo Timur 4),2.2883267,111.8312675,success
231,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (SJK (C) Sam Lam); Batang Rajang (SJK (C) Tung Kiew); Batang Rajang (Jalan Durin Ke Sungai Telian),2.2883267,111.8312675,success
232,Sarawak,Kanowit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Majau - Poi, Kanowit)",2.1011755,112.1527148,success
233,Sarawak,Kanowit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (SK Nanga Ngemah),2.1011755,112.1527148,success
234,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Tiong Hua); Batang Rajang (Jalan Keranji); Batang Rajang (Jalan Belakang Pos Office),2.2883267,111.8312675,success
235,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Agan),1.995115,112.933085,success
236,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Lucy, Nanga Salim); Batang Rajang (Rumah Mathaten, Nanga Salim); Batang Rajang (Jalan Kong Yit Khim)",2.2883267,111.8312675,success
237,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Tanjung Latap); Batang Rajang (Skim Sunga),2.2883267,111.8312675,success
238,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Sentosa),2.2883267,111.8312675,success
239,Sarawak,Kanowit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Kampung Hilir, Kanowit); Batang Rajang (Jalan Serugin, Kanowit); Batang Rajang (Jalan Batu 3, Kanowit)",2.1011755,112.1527148,success
240,Sarawak,Song,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Gelana); Batang Rajang (Rumah John); Batang Rajang (Kampung Emperan Mulong); Batang Rajang (Rumah Kelau); Batang Rajang (SMK Katibas),2.0064401,112.5497602,success
241,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Philimon); Batang Rajang (SK Nanga Bawai),1.995115,112.933085,success
242,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Menuju Ke Kampung Banyok); Batang Rajang (Jalan Utama Sungai Assan); Batang Rajang (Kampung Kedada); Batang Rajang (Rumah Gerinsam); Batang Rajang (Rumah Maureen, Sungai Assan); Batang Rajang (Rumah Jemat)",2.2883267,111.8312675,success
243,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jambatan Durin); Batang Rajang (Durin Bazaar); Batang Rajang (Rumah Dorothy Yathy, Sungai Durin)",2.2883267,111.8312675,success
244,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Nanga Yong),1.995115,112.933085,success
245,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (RAJGTP0004 - Bandar Kapit),1.995115,112.933085,success
246,Johor,Kota Tinggi,21/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (JHORTP0002 - Kg. Kelantan); Sungai Johor (JHORTP0003 - Kg. Panti); Sungai Johor (JHORTP0009 - Taman Kuso & Taman Kemang),1.7289043,103.8990801,success
247,Johor,Kota Tinggi,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (JHORTP0010 - Kg. Semanggar Dalam),1.7289043,103.8990801,success
248,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Engking, Sungai Amang)",1.995115,112.933085,success
249,Johor,Kota Tinggi,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (JHORTP0010 - Kg. Semanggar Dalam),1.7289043,103.8990801,success
250,Johor,Kota Tinggi,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (JHORTP0007 - Kg. Rantau Panjang); Sungai Johor (KPOGTP0003 - Kg. Sg Telor),1.7289043,103.8990801,success
251,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (SK Lepong Baleh),1.995115,112.933085,success
252,Johor,Kota Tinggi,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (JHORTP0007 - Kg. Rantau Panjang); Sungai Johor (TLORTP0002 - Kg. Baru Sg. Telor),1.7289043,103.8990801,success
253,Sarawak,Kapit,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (RH Pajan Nanga Ibau); Batang Rajang (Rh Ekau Nanga Sembawang),1.995115,112.933085,success
254,Sarawak,Sibu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Sungai Maaw),2.2883267,111.8312675,success
255,Sabah,Sipitang,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Mengalong (Kg Tanjung Nipis); Sungai Mengalong (Kg Kawang Lama); Sungai Mengalong (Kg Pantai Lama); Sungai Mengalong (Kg Skim Sindumin); Sungai Mengalong (Kg Bahagia),5.07919,115.550825,success
256,Sarawak,Belaga,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Uma Pawa, Long Urun)",2.7050035,113.7822214,success
257,Sabah,Keningau,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (kg.Gasabon Apin-Apin Keningau); Sungai Padas (Kg.Ranggom Apin-Apin Keningau),5.3374039,116.1566801,success
258,Sarawak,Bintulu,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (KMNATP0027 - SK Bukit Balai Tubau); Batang Kemena (KMNATP0028 - SK Kebulu),3.1738542,113.0428485,success
259,Sabah,Tenom,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (PADSTP0095 - Kg. Tumantalik); Sungai Padas (PADSTP0104 - Kg. Mandalom Lama); Sungai Padas (Kg. Pantongan Saga); Sungai Padas (PADSTP0098 - Kg. Ponontomon),5.1247314,115.9444858,success
260,Sabah,Tenom,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (PADSTP0101 - Kg. Enubai); Sungai Padas (Kg. Ponontomon Tanjung),5.1247314,115.9444858,success
261,Johor,Batu Pahat,21/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",PT Botak (Pt. Samion); PT Botak (Pt. Khalil); PT Botak (Pt Kassan Jegol); PT Botak (Pt. Hj. Siraj); PT Botak (Pt. Hamid); PT Botak (Pt. Semarang); PT Botak (SMBGTP0006 - Parit Lapis Semarang),1.8545065,102.9464372,success
262,Johor,Kluang,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Endau (KHNGTP0001 - Kg. Contoh),2.0360485,103.3311758,success
263,Sarawak,Sibu,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Khoo Peng Loong),2.2883267,111.8312675,success
264,Johor,Kluang,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Endau (MGKBTP0010 - Kg. Palembang Lama & Baru); Sungai Endau (PPRT Yap Tau Sah),2.0360485,103.3311758,success
265,Johor,Kluang,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Endau (MLNTTP0002 - Kg. Bentong Dalam),2.0360485,103.3311758,success
266,Sarawak,Song,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Terminal Bot Express); Batang Rajang (Rumah Mohd Edwin); Batang Rajang (Jalan Takan); Batang Rajang (Kampung Alai); Batang Rajang (Kampung Sejiran); Batang Rajang (Kampung Rian); Batang Rajang (Rumah Austin Ekau); Batang Rajang (Kampung Gelam); Batang Rajang (SK Temalat); Batang Rajang (Rumah Jarop); Batang Rajang (Rumah Gelana); Batang Rajang (Kampung Emperan Mulong); Batang Rajang (SMK Katibas); Batang Rajang (Rumah Richard); Batang Rajang (Rumah Lebak); Batang Rajang (Rumah Bantin); Batang Rajang (Rumah Sudin); Batang Rajang (Rumah Cecelia); Batang Rajang (Lot Kebiau); Batang Rajang (Rumah John); Batang Rajang (Rumah Kelau),2.0064401,112.5497602,success
267,Johor,Segamat,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Batu Pahat (CHAHTP0001 - Kg. Usahajaya),2.50346,102.8207542,success
268,Johor,Muar,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain",Sungai Muar (MUARTP0004 - Bukit Kepong),2.0630519,102.5848717,success
269,Johor,Kluang,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Johor (Taman Layang-Layang),2.0360485,103.3311758,success
270,Johor,Kluang,20/03/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Endau (MGKBTP0011 - Kg. Melayu Mardi),2.0360485,103.3311758,success
271,Sarawak,Sibu,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ling Kai Cheng),2.2883267,111.8312675,success
272,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0008 - Kg. Tebakang Melayu),1.167035,110.5665059,success
273,Johor,Kluang,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Benut (HJHSTP0001 - Kg. Parit Hj Hashim); Sungai Benut (Kg. Parit Lapis Hassan); Sungai Benut (Kg. Parit Penghulu); Sungai Benut (BNUTTP0007 - Kg. Kolam Air); Sungai Benut (LNAUTP0001 - Kg. Sg Linau),2.0360485,103.3311758,success
274,Sarawak,Selangau,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Rumah Tamat, Nanga Tabau); Batang Oya (Jalan Utama Menuju Ke Ensurai - Nanga Tamin); Batang Oya (Rumah Anching, Bukit Nyekak); Batang Oya (Kampung Warisan, Dijih Tamin)",2.5400855,112.3405368,success
275,Johor,Batu Pahat,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",-,1.8545065,102.9464372,success
276,Sarawak,Sibu,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Monica),2.2883267,111.8312675,success
277,Sarawak,Sibu,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Martenus Nyuram, Nanga Rasau, Sungai Assan); Batang Rajang (Rumah Marta Lu, Nanga Kedada)",2.2883267,111.8312675,success
278,Sarawak,Kanowit,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Lukut Penyulau),2.1011755,112.1527148,success
279,Sarawak,Kanowit,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Kawasan Rumah Tony Uchong, Ng Cheling, Sungai Poi)",2.1011755,112.1527148,success
280,Sarawak,Kanowit,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Pasar Kanowit),2.1011755,112.1527148,success
281,Sarawak,Selangau,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Jalan Rumah Nyarapong, Nanga Kalai); Batang Mukah (Jalan Rumah Awa, Nanga Sebatu); Batang Mukah (Jalan RH Pasang, Sungai Selangau & RH Balang, Meli); Batang Mukah (Rumah Maran, Nanga Selangau)",2.5400855,112.3405368,success
282,Sarawak,Selangau,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Balingian (Rumah Upung, Jalan Rantau Limau); Batang Balingian (Simpang Rumah Banyoi, Lubuk Besai Pelugau); Batang Balingian (Rumah Watson, Kampung Penghulu Thomas); Batang Balingian (Jalan Menuju Ke Rumah Lapok & Rumah Gamang); Batang Balingian (SK Kuala Pelugau)",2.5400855,112.3405368,success
283,Johor,Pontian,20/03/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Lain-lain",Sungai Pontian Besar (Parit Haji Adnan); Sungai Pulai (Kampung Sungai Tempayan),1.4869255,103.388961,success
284,Johor,Pontian,20/03/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Lain-lain","Sungai Ayer Baloi (Parit Mohayat); Sungai Ayer Baloi (Parit Baru, Ayer Baloi); Sungai Ayer Baloi (Parit Tengah, Ayer Baloi); Sungai Ayer Baloi (Kg. Jawa Ulu); Sungai Ayer Baloi (Kg. Pulai Sebatang)",1.4869255,103.388961,success
285,Johor,Kulai,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Pontian Besar (PNBSTP0001 - Kg. Sri Paya); Sungai Pontian Besar (PNBSTP0002 - Kg. Sri Rahmat); Sungai Pontian Besar (PNBSTP0006 - Kg. Melayu Bukit Batu),1.6555388,103.5975248,success
286,Johor,Kulai,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Johor (SIAMTP0001 - Kg. Sungai Siam); Sungai Johor (SIAMTP0002 - Kg. Murni Jaya); Sungai Skudai (SKUDTP0021 - Kg. Melayu Sengkang),1.6555388,103.5975248,success
287,Johor,Pontian,20/03/2025,"Hujan Lebat / Berterusan, Lain-lain",-,1.4869255,103.388961,success
288,Johor,Batu Pahat,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Batu Pahat (Pt. Simpan); Sungai Batu Pahat (Pt. Tariman),1.8545065,102.9464372,success
289,Sarawak,Kanowit,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Suzusie Lily, Sungai Baluh, Kanowit)",2.1011755,112.1527148,success
290,Johor,Kota Tinggi,20/03/2025,Hujan Lebat / Berterusan,Sungai Johor (JHORTP0004 - Lorong Bahagia Kg. Lukut),1.7289043,103.8990801,success
291,Johor,Kota Tinggi,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (KPOGTP0001 - Kg. Sri Delima),1.7289043,103.8990801,success
292,Sarawak,Kapit,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Kampung Baru); Batang Rajang (Rumah John Ramba),1.995115,112.933085,success
293,Johor,Kluang,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Benut (Kg. Sg. Rambai); Sungai Benut (Kg. Batu 6); Sungai Benut (Kg Hj Nor),2.0360485,103.3311758,success
294,Johor,Segamat,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",-,2.50346,102.8207542,success
295,Johor,Pontian,20/03/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Lain-lain","Sungai Benut (BNUTTP0011 - Parit Wak Jabir); Sungai Benut (Parit Bachok A); Sungai Sanglang (Parit Jawa, Sanglang); Sungai Sanglang (Parit Haji Muhammad); Sungai Benut (Kg. Sg. Pinggan); Sungai Sanglang (Parit Lanchang)",1.4869255,103.388961,success
296,Sarawak,Selangau,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (SK Nanga Kua),2.5400855,112.3405368,success
297,Johor,Kota Tinggi,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Johor (PMDITP0002 - Taman Aman),1.7289043,103.8990801,success
298,Sarawak,Sibu,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Utama Salim Stabau),2.2883267,111.8312675,success
299,Sarawak,Selangau,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Rumah Magdeline Entayang, Kampung Melinau Baru); Batang Mukah (Rumah Silvester, Kampung Kara); Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (Jalan Sungai Jelayan, Dijih)",2.5400855,112.3405368,success
300,Sabah,Kota Belud,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Tempasuk (Kampung Tambilaung); Sungai Tempasuk (Sekolah Kebangsaan Timbang); Sungai Tempasuk (Kampung Tambilaung),6.3552406,116.4310738,success
301,Sarawak,Serian,20/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SRINTP0015 - Kg. Maang),1.167035,110.5665059,success
302,Sarawak,Song,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Rajang (Terminal Bot Express); Batang Rajang (Rumah Mohd Edwin); Batang Rajang (Jalan Takan); Batang Rajang (Kampung Alai); Batang Rajang (Kampung Sejiran); Batang Rajang (Kampung Rian); Batang Rajang (Rumah Austin Ekau); Batang Rajang (Kampung Gelam); Batang Rajang (SK Temalat); Batang Rajang (Rumah Jarop),2.0064401,112.5497602,success
303,Sarawak,Sri Aman,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Lupar (Jalan Utama ke Kampung Munggu Ridan & Sungai Mansa),1.237031,111.462079,success
304,Sarawak,Kapit,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (SK Nanga Bena),1.995115,112.933085,success
305,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (Kampung Pangkalan Amo),1.167035,110.5665059,success
306,Sabah,Kota Marudu,20/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Langkon (BTSNTP0001 - Kg. Bintasan Laut); Sungai Langkon (Kampung Bintasan Tengah); Sungai Langkon (Kampung Puka); Sungai Langkon (Kampung Langkon); Sungai Langkon (LGKNTP0002 - Kg. Pancur); Sungai Langkon (Kampung Taginambur); Sungai Langkon (BNDATP0010 - Kg. Tunggung); Sungai Langkon (Kampung Tonsom); Sungai Langkon (Kampung Pangkalan Kupang),6.4958553,116.7610573,success
307,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Sadong (Kampung Terbat Mawang/Leban, Kampung Muara Ahi)",1.167035,110.5665059,success
308,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Sadong (Kampung Mentu Mawang, Mentu Punok)",1.167035,110.5665059,success
309,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (Kampung Peraya),1.167035,110.5665059,success
310,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (Kampung Kujang Mawang),1.167035,110.5665059,success
311,Sarawak,Serian,20/03/2025,"Air Sungai Melimpah , Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap",Batang Sadong (Kpg Ampungan),1.167035,110.5665059,success
312,Johor,Johor Bahru,20/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Johor (KG PENDERAM ( Kg Desa Pinggitan)); Sungai Johor (KG PENDERAM (Kg Desa Mewah)); Sungai Johor (KAMPUNG PAYA SG REDAN LAUT); Sungai Johor (KG PAYA SG REDAN); Sungai Johor (KAMPUNG SG SERAI); Sungai Johor (KG DAGANG SG TIRAM); Sungai Johor (JALAN BATU 20 SG TIRAM); Sungai Johor (JALAN MAK PIAH),1.4798575,103.7642576,success
313,Sarawak,Bintulu,20/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Tatau (ANAPTP0001 - SK Kuala Muput); Batang Tatau (Rumah Ajai, Sungai Pelawan); Batang Tatau (Rumah Penghulu Enteri)",3.1738542,113.0428485,success
314,Johor,Batu Pahat,20/03/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Batu Pahat (Lorong Hj. Aziz),1.8545065,102.9464372,success
315,Johor,Johor Bahru,20/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Tebrau (TBRATP0004 - Kg. Kangkar Tebrau); Sungai Tebrau (TBRATP0010 - Kg. Bunga Ros); Sungai Tebrau (TBRATP0003 - Kg. Paya Kenangan); Sungai Tebrau (TBRATP0007 - Kg. Pasir Tebrau); Sungai Tebrau (BALATP0001 - Kg. Ubi Baru, Batu 5, Jalan Saujana); Sungai Tebrau (KG BELANTIK); Sungai Tebrau (KAMPUNG TOK SIAK); Sungai Tebrau (KAMPUNG SETANGGI); Sungai Tebrau (KG MELAYU PANDAN)",1.4798575,103.7642576,success
316,Johor,Kulai,19/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain, Saliran Dalaman",Sungai Skudai (SKUDTP0017 - Kg. Sri Maju); Sungai Skudai (SKUDTP0016 - Kg. Pasir); Sungai Skudai (SKUDTP0014 - Kg. Jaya Sepakat); Sungai Skudai (SKUDTP0015 - Kg. Sepakat Baru),1.6555388,103.5975248,success
317,Sabah,Beluran,19/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.8961356,117.5571852,success
318,Sarawak,Sibu,19/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Lot 650, Lorong Kampung Jeriah Utara 2B)",2.2883267,111.8312675,success
319,Sabah,Sandakan,19/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.8558862,118.0721949,success
320,Sabah,Sandakan,19/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.8558862,118.0721949,success
321,Johor,Pontian,19/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain",Sungai Pontian Besar (AYHTTP0001 - Kg. Paya Embun); Sungai Pontian Besar (PNBSTP0011 - Kg. Sri Gambut); Sungai Pontian Besar (PNKCTP0005 - Kg. Melayu Raya); Sungai Pulai (JRBTTP0001 - Kg. Parit Pasir); Sungai Pulai (PLAITP0004 - Kg. Ulu Pulai),1.4869255,103.388961,success
322,Johor,Pontian,19/03/2025,"Hujan Lebat / Berterusan, Lain-lain",Sungai Pontian Besar (Kampung Parit Sikom),1.4869255,103.388961,success
323,Sabah,Beluran,19/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Sungai Labuk (Kampung Tolungan,Paitan)",5.8961356,117.5571852,success
324,Johor,Johor Bahru,19/03/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Skudai (SKUDTP0004 - Kg. Pasir); Sungai Skudai (SKUDTP0005 - Kg. Sri Serdang); Sungai Skudai (TAMAN TAMPOI UTAMA); Sungai Skudai (KG SRI JAYA); Sungai Skudai (SKUDTP0010 - Taman Tampoi Indah, Apartment Lily Ja); Sungai Skudai (DNGATP0002 - Kg. Tuah Jaya)",1.4798575,103.7642576,success
325,Sarawak,Selangau,16/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Balingian (Jeti Lubuk Bukut); Batang Balingian (Rumah Annie); Batang Balingian (Rumah Suli),2.5400855,112.3405368,success
326,Sarawak,Sibu,16/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Utama Salim Stabau); Batang Rajang (Rumah Monica),2.2883267,111.8312675,success
327,Sarawak,Selangau,16/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Oya (Rumah Aping); Batang Oya (Rumah Dusin),2.5400855,112.3405368,success
328,Sarawak,Selangau,16/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Rumah Rantai, Nanga Tanyit); Batang Oya (Rumah Thomas, Nanga Bua)",2.5400855,112.3405368,success
329,Sarawak,Selangau,15/03/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (SK Nanga Selangau); Batang Mukah (Rumah Ambrose Ramping, Emperan Ubah); Batang Mukah (Jalan Rumah Nyarapong, Nanga Kalai); Batang Mukah (Jalan Rumah Awa, Nanga Sebatu); Batang Mukah (Jalan RH Pasang, Sungai Selangau & RH Balang, Meli); Batang Mukah (Rumah Maran, Nanga Selangau)",2.5400855,112.3405368,success
